流水号,流程类型,工作名称/文号,发起部门,发起人,开始时间,结束时间,公共附件,状态,操作
41,加班申请,加班申请(2024-07-02 12:33:08),销售部,,2024-07-02 12:33:08,,,执行中,流程图 更多 催办 关注 结束 删除
40,调班,调班(2024-07-02 12:32:32),销售部,,2024-07-02 12:32:32,,,执行中,流程图 点评 更多 催办 关注 结束 删除
38,调班,调班(2024-07-02 12:28:45),销售部,,2024-07-02 12:28:45,,,执行中,流程图 点评 更多 催办 关注 结束 删除
34,调班,调班(2024-07-02 12:25:08),销售部,,2024-07-02 12:25:08,,,执行中,流程图 点评 更多 催办 关注 结束 删除
33,请假申请,请假申请(2024-07-02 11:29:10),研发部,,2024-07-02 11:29:10,,,执行中,流程图 更多 催办 关注 结束 删除
32,调班,调班(2024-07-02 11:28:36),研发部,,2024-07-02 11:28:36,,,执行中,流程图 点评 更多 催办 关注 结束 删除
31,印章使用审批,印章使用审批(2024-07-02 11:26:53),研发部,,2024-07-02 11:26:53,,,执行中,流程图 点评 更多 催办 关注 结束 删除
25,调班,调班(2024-07-02 11:08:11),研发部,,2024-07-02 11:08:11,,,执行中,流程图 点评 更多 催办 关注 结束 删除
24,请假申请,请假申请(2024-07-02 11:07:11),研发部,,2024-07-02 11:07:11,,,执行中,流程图 更多 催办 关注 结束 删除
22,调班,调班(2024-07-02 11:04:17),研发部,,2024-07-02 11:04:19,,,执行中,流程图 点评 更多 催办 关注 结束 删除
21,调班,调班(2024-07-02 10:52:32),研发部,,2024-07-02 10:52:32,,,执行中,流程图 点评 更多 催办 关注 结束 删除
20,加班申请,加班申请(2024-07-02 10:51:36),研发部,,2024-07-02 10:51:36,,,执行中,流程图 更多 催办 关注 结束 删除
19,调班,调班(2024-07-02 10:48:40),研发部,,2024-07-02 10:48:40,,,执行中,流程图 点评 更多 催办 关注 结束 删除
16,付款审批,付款审批(2024-07-02 09:28:49),总经办,,2024-07-02 09:28:49,,,执行中,流程图 点评 更多 催办 关注 结束 删除
15,员工入职审批,员工入职审批(2024-07-02 09:27:21),总经办,,2024-07-02 09:27:21,,,执行中,流程图 更多 催办 关注 结束 删除
13,合同评审审批,合同评审审批(2024-07-02 09:20:52),总经办,,2024-07-02 09:20:52,,,执行中,流程图 点评 更多 催办 关注 结束 删除
11,立项申请,立项申请(2024-07-01 17:04:23),销售部,,2024-07-01 17:04:23,,,执行中,流程图 点评 更多 催办 关注 结束 删除
9,采购立项申请,采购立项申请(2024-07-01 15:22:08),研发部,,2024-07-01 15:22:08,2024-07-02 10:46:04,,已结束,流程图 点评 更多 恢复执行 编辑 删除
8,费用报销申请,费用报销申请(2024-07-01 15:14:00),销售部,,2024-07-01 15:14:00,,,执行中,流程图 点评 更多 催办 关注 结束 删除
7,出差申请,出差审批(2024-07-01 14:51:07),销售部,,2024-07-01 14:51:07,,,执行中,流程图 点评 更多 催办 关注 结束 删除
6,费用报销申请,费用报销申请(2024-07-01 14:50:10),销售部,,2024-07-01 14:50:10,,,执行中,流程图 点评 更多 催办 关注 结束 删除
5,出差申请,出差审批(2024-07-01 14:44:55),销售部,,2024-07-01 14:45:02,2024-07-01 17:03:37,,已结束,流程图 点评 更多 恢复执行 编辑 删除
4,费用报销申请,费用报销申请(2024-07-01 14:06:13),总经办,,2024-07-01 14:06:13,,,执行中,流程图 点评 更多 催办 关注 结束 删除
3,出差申请,出差审批(2024-07-01 14:03:54),总经办,,2024-07-01 14:03:54,,,执行中,流程图 点评 更多 催办 关注 结束 删除
2,费用报销申请,费用报销申请(2024-07-01 13:53:33),总经办,,2024-07-01 13:53:33,,,执行中,流程图 点评 更多 催办 关注 结束 删除
1,出差申请,出差审批(2024-07-01 13:44:48),总经办,,2024-07-01 13:44:48,,,执行中,流程图 点评 更多 催办 关注 结束 删除
